#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
155.000000000001,-7957.836737832282,977.0192057596373,306.011460413243,66.1
160.00000000000213,-7808.445710158943,830.6040979172797,260.15289313711,66.1
165.00000000000327,-7899.928386033085,946.5850366896415,296.47919690330315,66.1
170.0000000000044,-7923.4858702959755,949.9301969198846,297.5269320566537,66.1
175.00000000000554,-7969.265023030763,1024.0371286094223,320.73790913814105,66.1
180.00000000000668,-7968.783274559546,1017.6915249862824,318.750407336259,66.1
185.00000000000782,-7927.952525619561,985.0675773174875,308.53228489637195,66.1
190.00000000000895,-7904.041836989645,997.9438096975837,312.5652400849959,66.1
195.0000000000101,-7831.399629103297,908.1878271360973,284.4528353926943,66.1
200.00000000001123,-7918.528778995598,1008.7495742952404,315.94970559592684,66.1
205.00000000001236,-7796.265598241245,885.7221507721954,277.4163775700011,66.1
210.0000000000135,-7916.569843530989,983.2101274939705,307.95051441551755,66.1
215.00000000001464,-7915.339013354233,966.0074801368903,302.5624860024823,66.1
220.00000000001577,-7981.890947866132,1028.383128316101,322.09911648120675,66.1
225.0000000000169,-7964.726936922685,1147.6398051439032,359.45141173289704,66.1
230.00000000001805,-7955.727135367953,1329.6515889121256,416.4591874603229,66.1
235.00000000001918,-7948.976012305513,1534.872401340892,480.73624583164917,66.1
240.00000000002032,-7886.440377277558,1788.8064274568594,560.2707337130254,66.1
245.00000000002146,-7919.621913560312,2164.1542317456374,677.8331409576285,66.1
250.0000000000226,-7995.90236709307,2538.742335650353,795.1576030086949,66.1
255.00000000002373,-7886.18854108702,2629.3250969690557,823.5289624620113,66.1
260.00000000002484,-7878.160674634763,2637.0376393448764,825.9446021362478,66.1
265.000000000026,-7846.299558150138,2548.275887607617,798.1435997426071,66.1
270.0000000000271,-7840.196034327909,2451.6445091823052,767.8777574138646,66.1
